restaurant_name,menu_name,cloudinary_url
Amatissimo Caffe Summakorn (Amatissimo Caffe),Vanilla Valvet,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829940/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Vanilla%20Valvet.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),White Mochaccino,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829942/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/White%20Mochaccino.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Baby croissant Chocolate,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829945/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Baby%20croissant%20Chocolate.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Choco Banana Brittle,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829947/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Choco%20Banana%20Brittle.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Chocolate Malt Cookies,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829951/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Chocolate%20Malt%20Cookies.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Clean Sandwiches Cookies ดาร์กช็อก,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829954/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Clean%20Sandwiches%20Cookies%20%E0%B8%94%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%81%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%81.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Crispy Brownies Super Dark,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829957/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Crispy%20Brownies%20Super%20Dark.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Dark Choc Orange Amaranth,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829960/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Dark%20Choc%20Orange%20Amaranth.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Dark Choc Quinoa Sea Salt,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829962/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Dark%20Choc%20Quinoa%20Sea%20Salt.png
Baimiang (ใบเมี่ยง) (ใบเมี่ยง),Ice Cream Chocolate Brownie,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829964/Baimiang%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29%20%28%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%29/Ice%20Cream%20Chocolate%20Brownie.png
